-75.909,108.52,1477
180.75,-57.98,1652.1
58.195,-165.88,1271.9
-288.12,-183.76,1403.2
-288,41.31,1765.4
13.478,213.12,1841.5
84.058,-404.9,1541.5
-66.183,-228.13,1848.1
138.7,408.73,1490
412.75,148.91,1475.9
-252.07,68.174,1116.3
-242.11,381.91,1625.5
417.54,-212.51,1441
348.02,54.839,1140.4
62.282,265.11,1063.1
-476.2,184.59,1395.3
305.66,-337.67,1846.5
380.02,48.911,1934.4
-193.59,-338.94,1070.4
27.199,-99.116,924.43
-247.91,435.1,1194.4
357.91,372.02,1780.3
-476.24,-284.16,1729.1
-245.01,-557.55,1446.9
373.57,410.67,1213.8
143.51,-538.84,1144.8
-233.01,113.03,2119.9
58.035,621.73,1760.5
72.553,608.49,1163.1
659.88,-117.98,1703.2
426.31,-328.28,1047.6
129.65,155.14,2173.6
-531.87,-188.67,1076
-188.31,473.45,1991.8
-143.82,694.37,1433.8
-364.89,-222.96,2071.4
-703.04,-107.72,1387.1
41.942,-652.52,1803.1
436.46,-566.34,1405.9
-289.68,-532.4,1906.3
-665.98,40.234,1797.9
-567.89,-446.45,1333.8
708.92,-42.765,1285.9
51.14,-452.46,2099.1
575.48,488.8,1524.7
-490.45,576.8,1449
173.42,491.13,2076.4
-304.6,-50.346,779.08
309.54,-183.36,2197
-262.65,308.54,821.36
316.63,719.63,1401.7
142.24,-791.06,1478.1
-41.601,-136.1,2293.7
-523.7,310.92,2031
697.23,244.89,1830
-583.74,156.44,951.73
-723.64,365.09,1645.8
350.16,-70.474,751.85
78.307,217.62,701.45
-466.45,612.24,1820
404.14,-684.28,1756.3
499.53,262.12,876.66
104.41,-411.3,768.55
244.96,510.95,871.81
-529.23,-641.07,1665.4
770.07,-379.84,1392.2
728.04,339.59,1174.2
661.94,-75.356,925.27
-441.5,-597.31,1024.1
862.9,187.99,1521.2
-838.54,227.5,1319
468.38,253.49,2213.5
-126.99,-836.75,1221.3
612.81,-355.45,2041.4
-115.11,-660.55,906.77
-633.22,498.87,1100.3
425.09,737.52,1810.8
-227.69,-879.54,1604.6
-853.98,-276.16,1676.8
-245.51,-391.14,691.83
741.84,-523.11,1712.2
-666.23,-416.16,2003
-616.26,14.033,2205
-225.55,871.39,1771.7
-136.52,410.54,2336.1
490.34,-684.37,1065.4
-407.3,797.79,1175
-5.113,-126.4,554.89
-483.83,-806.81,1317.5
-65.598,692,835.98
89.436,952.72,1608.2
652.98,-46.243,2212.8
576.69,713.08,1156.4
622.36,535.02,2037.3
-413.63,641.05,856.47
359.51,-541.9,2267.1
-881.82,-106.65,1026.6
-990.95,124.08,1626.8
-49.523,942.43,1130.3
1009.7,-147.41,1529.8
284.74,850.23,987.94
310.27,83.533,2481.8
-939.29,-368.63,1278.5
-352.5,-219.34,2448.9
-85.92,748.44,2211.3
-436.09,-532.45,2274.6
246.13,-954.22,1176.1
454.01,-542.91,739.81
-847.93,587.68,1375.4
-755.34,-429.82,930.18
-627.32,-185.9,692
-178.31,-766.55,2190.3
784.13,-440.53,963.3
-900.62,-130.91,2028.7
-898.91,264.42,1986.4
780.34,665.58,1750.9
-536.3,146.41,601.54
157.9,924.09,1989.8
217.2,-807.89,842.45
744.42,-753,1393.3
460.62,-959.31,1489.8
-371.09,175.35,2481.9
253.95,-868.72,2062.2
-66.885,-978.48,1920.5
951.43,-291.97,1890.9
-441.57,588.18,2277.3
-414.74,-882.59,1945
598.65,889.39,1543.3
254.62,446.61,2442.5
-826.05,-692.05,1385.3
375.35,395.58,556.2
594.39,-721.23,2061
1045,81.543,1816.5
-281.45,1052.9,1391.1
-801.62,717.64,1707.6
575.71,595,776.9
-19.355,-561.19,2451.9
-38.19,508.17,516.66
-754.51,592.16,2054.9
1029.6,-260.26,1183.7
243.42,-325.24,2539.3
880.39,676.89,1371
644.54,-260.06,620.76
1017.1,109.67,1039.7
854,284.16,2170.5
-660.03,903.35,1401.1
602.09,117.09,555.18
256.65,75.789,405.21
-905.29,-614.09,1776.8
39.851,-1128.9,1517.5
417,772.87,2211
332.16,1063.2,1309.5
-141.55,172.01,387.89
303.61,-339.88,461.2
-375.58,-148.71,439.08
9.9096,240.62,2614.2
-709.01,472.08,742.18
1063.2,367.73,1291.3
-679.51,336.37,2358.2
-1139.5,-82.546,1361.1
-494.65,873.33,2070.3
-554.81,987.03,1730.8
287.32,-1088.3,1782.5
841.27,292.07,744.87
-584.73,-1008.3,1602.6
-391.72,-998.74,1030.9
-1065,474.65,1642.2
732.43,-886.44,1760.6
-1063.9,205.07,1031.9
63.613,-694.51,537.76
-874.5,81.382,697.47
-753.1,-791.74,1027.5
381.4,1099.5,1761.3
1052.9,450.91,1840
-432.16,514.1,510.48
-395.78,-708.48,618.63
634.5,-340.34,2468
871.88,644.64,965.86
310.08,756.32,598.02
-16.692,-145.15,2712.8
-164.66,1067.3,2072.6
-756.52,-391.65,2379
-36.621,-1178.7,1161.1
657.37,515.54,2400.3
-313.64,1010.2,872.56
-106.08,-438.72,354.75
-770.24,854.24,1059.8
-99.195,-1025.8,822.5
998.9,-158.06,786.07
-1200.8,279.95,1358.7
1053,-612,1261.1
924.53,-385.48,2235.5
728,171.66,2492.8
670.99,924.17,1993.5
-1008.9,583.87,1054.9
-765.48,-813.45,2057.3
1138,-501.04,1620.5
-397.92,-1178,1343.3
14.854,1241.5,1324.7
946.86,-664.61,1987.2
3.6742,677.24,2558.2
-667.82,-50.291,2567.4
-942.39,96.429,2342.6
-1232,-263.4,1668.6
-1140.9,-574.97,1511.5
-247.66,832.35,562.61
1263.6,42.214,1302.3
603.51,-1081.2,1173.1
639.16,952.3,899.36
63.999,1252.3,1835.2
-1209.7,78.038,1975.8
609.1,-940.96,833.21
-1123.4,-394.33,961.11
-320.26,483.89,2679.1
944.03,683.5,2108.9
781.02,1033.8,1269.5
-83.969,-118.17,189.51
-1026.9,-562.58,2119
-303.43,-756.52,2544.3
1158.5,-131.81,2128.9
-555.05,1151.5,1150.5
907.26,-771.46,915.3
-233.42,-457.92,2724.1
-778.05,-1057.8,1303.2
-387.27,-1231.1,1813.1
358.49,-1275,1348.9
479.91,-905.22,2355.4
-375.36,-55.834,2783.9
-738.24,-46.654,382.65
1303.6,287.99,1623.7
-1094.2,-693.87,1151.9
72.91,1035.3,645.34
-352.97,934.88,2402
219.2,1207.6,942.48
-26.256,-958.11,2449.6
-943.57,-954.33,1648.4
-1080.5,688.25,1931.8
114.49,1060.3,2338.3
965.51,-94.532,2449.9
222.89,586.47,294.45
498.77,-1125.7,2076.7
-937.71,-318.79,566.81
1135.8,738.25,1634.5
-379.21,-1035.8,2298.6
1055.5,-858.31,1574.6
-1356.7,74.183,1619.9
1326.7,-302.06,1381.7
-683.72,-743.67,2424.5
97.525,-1208.1,2137.6
897.95,1015.8,1698.5
286.58,166.16,2832.1
358.89,767.17,2580.5
418.34,1129.8,2165.8
-324.84,1292.4,1849.7
311.97,-713.25,2639.6
397.44,-762.54,420.49
488.43,-204.02,2775.7
-524.13,202.45,237.9
-489.09,-497.07,304.84
250.86,1361.9,1556.9
240.85,-1234.9,908.72
-1225.2,642.72,1359.5
480.23,461.36,2727
-764.2,-651.68,529.07
-656.48,-949.75,712.92
616.44,-72.337,247.59
1191.7,457.36,929.94
-867.72,967.76,2016.7
648.81,1239.6,1534.9
474.67,312.31,220.58
764.92,-730.66,582.2
-1067.8,420.58,695.29
-543.61,1293,1536.4
117.13,276.68,128.13
-135.33,1306.2,1000.3
1160.8,-490.29,872.9
1396.1,-65.644,1680.2
-1319.8,-76.989,1011.4
766.06,-701.83,2454.5
-223.02,460.04,184.04
-831.36,327.67,405.09
-679.17,768.85,527.23
-661.5,307.64,2711.3
823.48,-1150.2,1460.8
-1151.2,-204.56,2299.7
638.55,-476.54,328.35
-1177.5,424.99,2165
947.53,-8.1429,441.76
544.54,-1303.1,1658.7
-1107,885.08,1627.1
1322.8,-345.6,1898.3
810.36,366.2,387.41
755.2,864.43,2348
1005.4,-970.78,1204.6
45.564,-1407.8,1745.2
-640.24,709.81,2566.7
585.85,641.33,357.97
-860.75,1141.7,1621.9
1328.5,-122.18,971.33
1185.8,152.88,705.96
-1357.3,-396.66,1249
-942.96,621.74,2389.4
-224.54,-775.86,308.97
150.95,-415.43,2872.1
1341,205.02,1990.6
279.46,-64.59,82.938
-971.58,766.51,746.43
811.33,-991.39,2179.5
126.48,486.59,2860.9
-152.44,-1441.5,1391.5
1182.7,205.11,2321.5
-691.93,1043.3,759.3
-1288.5,-579.59,1848.6
573.37,1265.9,1068.2
-1027.8,-712.6,753.45
-1367.7,367.58,1842.6
1216.9,732.63,1172.6
-339.46,-1056.4,553.84
999,-452.4,536.7
-1026.7,1019,1283.9
-91.671,150.54,2952
190.14,-421.73,109.98
-20.677,-752.07,2758.9
436.56,1135,664.68
379.07,-1103.9,597.15
1038.4,596.08,637.56
-695.12,1004.2,2333.5
1002.9,975.01,996.2
-451.77,1227.5,2210.4
-831.66,-1169,1909.8
6.5331,-1074.6,462.11
288.68,1441.8,1211.1
-85.547,1495.2,1565
-1236.7,-127.24,659.24
1416.5,477,1331.6
-630.67,-336.59,2826.7
-289.45,-1406.7,1039.2
-250.31,139.99,18.181
-1388.2,428.08,1085.5
-1132.9,-988.7,1347
632.12,-557.53,2754.8
1267.8,531.84,2129.4
-68.531,816.16,227.69
815.88,-1221.2,1873.4
-233.27,-1339.3,2170.5
348.86,-1410.9,1932.6
-740.1,-1208.7,958.54
-543.42,-147.98,90.066
-1121.1,-893.06,2008
-672.51,1299.1,1922.2
971.28,465.98,2579.1
-1508.6,87.941,1294.1
