54.398,-198.23,1848.9
-10.226,-252.8,1109.8
-167.94,-236.35,379.02
-283.09,344.03,775.78
156.61,435.24,1402.9
513.3,151.58,810.43
-500.63,279.97,36.363
558.93,-129.18,165.88
234.26,553.35,256.26
-609.19,-100.69,1558.2
700.32,-140.95,1503.7
-751.16,-297.42,878.16
-525.3,617.08,1642.7
208.81,-822.6,1537.1
-212.16,-877.43,709.5
607.21,-679.76,922.4
-491.02,-782.28,1383.7
380.27,-843.45,219.96
-561.16,-799.38,44.507
-76.38,1016.3,1033.3
-446.03,920.09,368.08
750.7,791.16,1112.4
-1072.6,292.81,1203.1
-1048.3,404.9,475.79
-1086.8,-295.95,180.13
999.05,524.24,1753.3
489.93,1021.9,1743.6
949.35,624.61,441.16
-1167.5,312.88,1903.5
1204.2,234.18,1110.4
1232.9,-144.67,495.18
445.77,1172.9,588.89
-1254.6,-371.81,1384
1323.9,-150.71,1850.5
-230.23,-1321.1,1813.5
-864.31,1028.2,1021
1289.1,-520.13,1241.5
-131.2,1384,1672
-978.17,-994.15,609.68
127.23,-1389,1075.5
908.01,-1085.8,1479.6
-1476.5,-93.309,765.3
-1107.3,1022.6,103.14
-827.25,1282.1,1712.9
265.19,-1546.1,336.38
1277.1,-953.07,656.7
-449.08,-1551.7,617.94
-791.57,-1417,1237.3
620.15,1512.6,1196
738.52,1458.7,11.461
-137.06,1632.3,455.39
1151.4,1190,1553.8
434.41,-1615.8,1684.9
974.21,-1389.6,158.87
-1418,944.16,1484.4
794.87,-1525.1,840.98
-495.31,1664.7,1125.2
1171.7,1282.7,715.94
-1510.7,-859.64,1860.4
-1749,162.76,1394.9
1620.7,732.39,774.81
1682.5,584.14,1489.7
-1636.3,-708.45,436.13
-1662.7,655.33,810.19
569.48,1700.5,1975.9
1568.3,-881.06,1926.6
1753.2,-497.41,132.45
-1783.8,442.18,59.017
-902.78,1628.1,518.06
1846.8,270.43,207.93
1895.1,-16.286,883.51
-1875.4,-637.58,1133.6
-1528.4,-1303.4,1058.1
577.35,1934.4,603.24
1997.8,-316.12,1572.1
-1358.3,1537.7,1054.5
-1504.8,-1405.4,309.88
-198.39,-2051.7,1645
145.82,2070.5,1290.7
1690.3,-1243,106.75
1453.2,1523.6,10.169
-627.28,2020.4,1745.1
1529.8,-1461.3,1164.4
-2137.5,-139.68,332.7
13.066,-2149.3,924.22
1743.8,1289.3,1931.7
1998,-904.79,1073.4
-678.93,-2112.8,1107.7
1218.2,-1881.9,1666.4
661.95,-2155.8,476.96
-2273.8,301.5,904.39
1278.3,1904.6,1798.7
-2135.6,841.16,1390.6
-1313,-1899.5,1425.8
-718.86,-2196.9,368.12
2102.6,964.48,130.14
758.14,-2207.7,1194.3
1867,1446.2,644.76
-2246.8,-788.67,1922.2
1814.5,-1542.9,1830.6
-1601.1,1765.9,310.93
1283.5,2011.6,762.16
2371.6,305.75,1411.9
2076.9,1192.2,1275.1
-2002.3,1316.1,758.56
-86.342,2413.8,636.88
1481,-1911.1,363.08
1073.8,2177.4,79.745
873.13,2270.1,1329.4
2355.7,641.62,726.6
2441.5,-95.228,417.54
438.39,2415.2,1885
-2176.8,-1174.5,720.13
-1943.2,1533,1492.9
-662.76,2390.5,1120.9
-2473.5,-254.48,1318.5
-2055.7,-1425.2,1506.9
-1400.9,-2072.3,742.72
2359.4,-836.78,411.63
-1383.9,2086.7,1518.6
481.7,-2469.8,1817.4
2321.6,-980.57,1745.8
2383.4,914.71,1859.9
2044.7,-1552.5,672.34
46.186,-2568.3,285.04
-1255.9,2256.7,720.07
1800.2,1861.9,1263.2
2621.4,-406.22,1084.3
2657,-244.35,1942.7
-2650.8,-545.98,630.19
-2699.8,343.36,315.43
1480,-2285,1025.6
-2697,431.76,1586.7
-745.08,2644.3,357.03
-123.71,-2755,1486.4
-2041.5,-1855.7,522.97
1805.2,2090.3,274.4
-413.9,-2739.5,828.76
-2615,-962.75,1270.8
2005.9,1950,1992.4
-2651.6,910.57,879.01
-1480.2,-2417.4,1917.1
-2553.5,1231.4,238.33
333.09,-2817,898.17
393.4,2811.3,1067.5
-923.67,2694,1711.2
-91.795,2851.4,7.8346
-982.32,-2699.5,1469.3
2370.8,1638.9,63.298
1166.9,-2649.4,1584
2249.1,-1840.4,1343.9
1748.6,-2324.7,1860.4
2780.3,884.05,1257.1
-638.89,-2847.2,53.911
2624.3,-1279.5,1047.7
-2091.2,-2048.2,1885.9
1147,2699,634.64
2610,1343.8,718.81
-1943.3,2203.1,1064.4
1524.1,2527.1,1486.6
-2955.2,113.95,957.28
584.99,2902.5,255.16
-1150.3,-2730.2,643.54
-265.29,2959.4,1313.3
-1949.9,-2255.2,1182.3
1236.8,-2733.8,414.28
2986.2,312.01,725.96
-2399.9,1873.5,534.44
2682.9,-1466.7,263.8
3061.5,47.105,1423.7
2542.1,1715.9,1444.3
-2489.2,-1795.3,1078.8
-2771.9,-1321.6,1892
-2861.4,1134.1,1514.1
2333.7,2025.4,803.03
-2621.9,-1670.5,116.02
-1935.2,2434.8,342.34
231.11,3109.3,1799.2
1536.9,2723.1,41.524
-1785,2583.9,1859.5
-2317.7,2136.2,1684.6
-1448.3,2800.1,1244
2927.6,1177.8,95.216
-2894.6,-1312.7,682.93
572.6,-3130.7,259.15
3068.9,-851.03,1434.5
1948.4,-2533.5,451.15
-3129.1,-686.97,1735
3105.9,-825.85,665.97
3205.4,-242.92,271.83
1017,3051,1588.8
-1886.3,-2607,444.48
1875.4,2626.8,748.67
1011.9,-3086,997.64
-1410.3,2930.2,495.94
539.77,-3232.9,1527.8
2516.6,-2112.2,570.75
-141.35,-3288.9,459.05
2240.1,2416,1439.2
-85.84,3294.7,571.83
